,tweet
221,"@bisping Hey Mike pretty sure that mask isn't that useful.
The valve doesn't prevent the user from transmitting covid to others."
222,@Singhis_kingg @narendramodi Bhai strong fines for mask .. zyada logo ko allow nahi karna chahiye together  and vac… https://t.co/K2nv8963CN
223,"I’m thankful to be going back to the office; I will happily take the COVID tests and, if asked to, wear a mask the… https://t.co/dcyIQkYb3U"
224,"“I’m Just Not a COVID Type of Guy” Says Man Without Mask
https://t.co/F7wTIi3FZf https://t.co/8KEu1LdX0c"
225,It will be not easy for us to wear mask continuosly  for 3 hours and we are not that mich prepared sir and covid is… https://t.co/nyVlev13r8
226,"@russdiamond led Lebanon County to violate @GovernorTomWolf Covid orders. In addition to health perils, it cost the… https://t.co/ACEe5ZOxmu"
227,@AynRandPaulRyan I have 1 more Moderna vaccine left on the 30th. Still wearing and will wear 2 mask and social dist… https://t.co/EdaXfBDUlC
228,#Tech Xupermask is the futuristic anti-covid mask from https://t.co/tQIQ4IckEH https://t.co/UvlfrlJLVK
229,"“Sure, you can boycott our business for making this decision...”
Your words, not ours. 

Kemptville, Ont. restauran… https://t.co/vGUXs2fTdC"
230,"@connordoner The only incredible thing here is your hypocrisy. ""Maskless people killed my friend by giving him/her… https://t.co/K0kx7TZWK1"
231,Cases of Covid in children are spiking in Iowa meanwhile Kim Reynolds is boasting about her in person learning opti… https://t.co/Rqq81EMeN1
232,"@pixieskygoddess For 1st time in yrs, I didn’t have horrible bronchial infection in winter. I can go out without ma… https://t.co/P8xFfuWsjm"
233,This bitch in this store is talking so fucking loud and this woman is refusing to wear a mask and saying she had co… https://t.co/uIJvQbQM0m
234,@plasticcreep @TruthfulTrading Why didn’t you wear a face mask before COVID then? You didn’t care about stopping th… https://t.co/Fv0K6ZE9O3
235,@ShivAroor @badasserybitch Why this covid19 spreading more bcz those who have covid they are hiding or not wearing… https://t.co/mQk8bDfyGf
236,Covid vaccinated! #COVID19 go the one shot Johnson and Johnson vaccine! Now I can go streaking without a mask!! https://t.co/VS0eDhUMUT
237,'It Was Time To Push Back': NH Track Coach Fired After Refusing To Make Athletes Wear Masks During Races https://t.co/I1NT4g4INF
238,"Let’s all do our part to say “screw you, covid.” Get the vaccine and wear a mask. I got my shot!! 💉😷 #IGotTheShot https://t.co/0KWKU9Tr4r"
239,"A girl in our neighborhood wants to be friends and it would be nice bc Henry could play w her kids.
But she also
1)… https://t.co/VuQzQvU8Cg"
240,@sardesairajdeep So the ‘cobra’ doesn’t need a mask as he is immune to #covid-19.. nice 👍🏽
241,@luke_otter @elonmusk They Said kids where “super spreaders” lol that idiot Fauci that still after being vaccinated… https://t.co/phgRfxUO3T
242,The new strains are more danger than the initial covid 19 virus.. Stay safe all! Put vaccine and wear mask... The v… https://t.co/XKlF6CHnjW
243,"@tavoweigel @KCCINews mRNA vaccines have been developed &amp; used on a variety of illnesses for years.

The Covid vaxe… https://t.co/0X5vT19c62"
244,"@WeekendInvestng contracting COVID-19 (we are examples), we can still get it if we are not careful. So, I request t… https://t.co/A1OoeyD5qs"
245,"who cares, children dumped over walls...not an issue, crowded rooms with illegal COVID potential? Shut up and wear… https://t.co/KbnzyAtSMh"
246,"Not wearing a mask in public is not a sign of your bravery or self confidence but sign of an individual, who cares… https://t.co/6m4di6q5wv"
247,"National Post
Canada has triple the number of cases of the COVID-19 variant P.1 than the U.S.
Florida and many othe… https://t.co/x6DV1ZDOgJ"
248,"Taxes, Direct (Income) and/or Indirect (GST) are paid by every citizen in this country for their entire lives. Thes… https://t.co/JJSwbZ8AqN"
249,The more u allow this covid stories to grow is the more they take take take away our freedom of movement it will so… https://t.co/2a9QTbFSSW
250,I’m tired of explaining to people why I haven’t gotten the covid vaccine. If you didn’t care that I had to wear the… https://t.co/gi7zQ4xoNt
251,@samtastic @Sam_Rotella This selfless man and his story helps negate the irritation I feel at selfish people who re… https://t.co/IV6JAmP96X
252,"@Rebekahneeds420 Your children.. your choice!! Covid kills.  Why is it that those, who profess about our freedoms t… https://t.co/O4iTv3WMVQ"
253,So I request you sir to cancel our board exam because it may be very difficult to wear mask for long during board e… https://t.co/qYhDOQdj36
254,"As mask mandates lift and more people become eligible for vaccines, restaurant workers struggle to get shots https://t.co/1LgD9JIB9t"
255,"List of Most Stupid COVID restrictions 

👉 Wearing a mask when you are alone in your own car
👉 Night Curfews which… https://t.co/lvWErRSgjK"
256,@JurassicGarden_ Mate I had a patient at work call me saying they’d tested positive for covid but were on their way… https://t.co/W6hTpSfvOD
257,"@MichaelSGladde2 Yes, I mostly think hes doing a good job on covid and stimulus, although Id support a national mas… https://t.co/zZZrFCsJTL"
258,"Just heard from doctor friends at Sir Ganga Ram Hospital who have COVID. 

It's spreading like wildfire. The situat… https://t.co/DvlQwNfvFD"
259,"Video conference called on by Hon’ble PM @narendramodi regarding the COVID-19 situation in the country.

I urge eve… https://t.co/ZF7n4CTIzM"
260,"@jennieuk I do agree with your general point re individual re societal benefit.

If we had a hypothetical isolated… https://t.co/JL1cvlz55v"
261,@dydda2011 @BeyaFong @jasonsdeli2go @RepJasonCrow Nope when we want to insult the 'mask crowd' we call them COVID K… https://t.co/yTYATDxjhU
262,@Outafter_dark @Foxholeatheist1 @ksorbs Do we need proof of the flu shot? No simple. People have also died from tha… https://t.co/4sYjTFktTX
263,"@MahuaMoitra Bjp cm Yediyurappa not restricted mask &amp; precautions &amp; kept all college as working, except Kerala no s… https://t.co/BHQkhuxog0"
264,"BARDA launched the ""Mask Innovation Challenge"" with total cash prizes reaching up to $500,000 for anyone who can de… https://t.co/sb7YSWpbBk"
265,"Covid 19 is the most BOGUS disease the world has ever had!!!.😡😡
The war is still on, wear your damn Mask"
266,"People are considered fully vaccinated after 2 weeks of taking any Covid-19 vaccine. 
CDC recommends that people sh… https://t.co/f0lJpFqwfe"
267,Nothing says im a moron like standing in line to get a covid test with no mask on and no one in your family with a… https://t.co/qyWfr31vm6
268,@Hopey_70 @MadisonKittay Being on public transportation began to cause increasing levels of anxiety. I started to f… https://t.co/z7tMrFZBFQ
269,"Ky yarr @rahulvaidya23  hum yaha tumhari safety ke liye har roj duaa mangte hein

Or tum bina mask ke ghum rahe ho… https://t.co/IkxPw7mbJY"
270,@rebeccawatson Why isn’t your dog wearing a mask?Animals can get Covid too you know!?
271,"I've been called for jury service. I have to go to the local cinema so I can view the court case ""safely"". There's… https://t.co/Ef3oFV6S8D"
272,"Even as a young and healthy student, COVID-19 can leave you fighting off symptoms for months. The best way to avoid… https://t.co/l6qtBsDlAv"
273,"@mini_bubbly And now a hillier mask burning party.  
https://t.co/KufgmiZAZ9"
274,pls keep my family in your prayers or your conversations w/ the universe. my dad and 3 of my siblings have covid. y… https://t.co/ttifbMpTWQ
275,@MrKeola What a great write up for your friend.  I wish these covid &amp; vacs deniers could have known your friend &amp; r… https://t.co/ucEahBzloS
276,"@carlquintanilla @nytimes Headline covid numbers exploded during fixation on mask mandates, while emphasis on dista… https://t.co/ujy9ppnHIK"
277,this lady came into a VACCINE CLINIC and kept wearing her mask below her nose/mouth even after i asked her to pull… https://t.co/cXWIolgbf4
278,"@SayThatAgane @n13 @AWice Influenza and Pneumonia deaths just called covid, yes covid was a bad flu, doesnt mean lo… https://t.co/vPlfEmmfy0"
279,So grateful for the scientists behind the vaccines for Covid-19. Just got my 2nd vaccination and I'm just incredibl… https://t.co/YCArDNNEgy
280,"""While they aren’t perfect, the vaccines offer the best protection we have against COVID-19, said Dr. Mark Riddle,… https://t.co/iHrzc97Zvu"
281,There was this idiotic drunk woman in Cubs regalia at the dispensary on Tuesday that was lifting her mask and fanni… https://t.co/nM40REqBVd
282,Will the number Ohio is using to determine if all coronavirus health orders will be lifted increase again this week? https://t.co/TZfpOH728j
283,"Hello. Official account of CMO Bandipora. As we all know that second wave of covid 19 has started. Use mask, mainta… https://t.co/LVD6zMmtlq"
284,"@territhom4 @Breaking911 @KellyannePolls @SpiritAirlines Yes, more people have died of COVID if you look at recent… https://t.co/KJtTNI84Co"
285,"You can wear a mask on public transport in London, and morons still get a bit pissed if you get a bit too close to… https://t.co/A322392N5I"
286,Delhi Civil Defence have issued challans for not wearing proper mask in public place for violation of Covid-19 at C… https://t.co/BxS1kIkfwb
287,Now even young adults are at risk for severe cases of #COVID-19 due to variants. All adults need to get vaccinated… https://t.co/FN2KTnphLx
288,They say you won't have to wear the useless mask after you get the Covid jab!  But here you are still wearing it. I… https://t.co/NWiDCPjwVq
289,"@DanJone29920452 @realdrumpfdon @DonaldJTrumpJr Unless you're President Trump, in which case anyone with Covid-19 c… https://t.co/Fzz0xpwWkJ"
290,"Even if the COVID threat were eliminated, wearing a mask wouldn't be theatrics. There are other medical issues that… https://t.co/GsINBzHV1u"
291,If Mask off don’t get #1 on billboard the day covid is off this planet I’ll start a riot
292,"@lauch @BreitbartNews You must have missed this part ""Yes Covid is bad""
You must feel horrible if you go in a car b… https://t.co/udCM8CM0sX"
293,I’m not saying anything but it’s weird that I’ve kept a mask on this entire pandemic and haven’t got Covid and stay… https://t.co/SFVIPko3es
294,"@VoLinxx @Texasperez82 Wearing a mask, although vaccinated, will prevent further mutations that will outsmart vacci… https://t.co/vnQo2WOE2X"
295,"Excuse my language, but FUCK everyone who doesn't do what they need to to stop covid! FUCK ANTI-MASKERS, FUCK PEOPL… https://t.co/1ca65O4vN8"
296,"explosion Bandanas Balaclava Breathable Headcovers - https://t.co/ryt0Plo4xe

#coronavirus #covid #covid19 #face… https://t.co/cHxZoeGkXi"
297,"@Guss_Finknottle @VitamnZebra @MrAndyNgo Sure, why would I not be? People smarter than me tell me a mask prevents d… https://t.co/uoK5i7wd3L"
298,"#Covid19_Status of #Assam as on 8th April 2021.
Today's three highest covid positive districts data are given below… https://t.co/OocFJn3dSt"
299,"@yencomgh Life was beautiful with unmasked smile
Until the sudden insurgence of Covid
Now humans are left with life… https://t.co/A68APjgwLb"
300,@KasthuriShankar Why can't the government be strict with masks and social distancing ? If Rs.1000 is charged as fin… https://t.co/gNhsowonOC
301,"@narendramodi @AmitShah 
What about digital India  ? Please start campaign via digital platforms because lots of pe… https://t.co/s4AvGHVQNy"
302,"Traveling will increase your chance of spreading &amp; getting COVID-19. If you must travel:

✈️ Get vaccinated before… https://t.co/fUfuBsX7EJ"
303,@ass_hutosh but if u remove mask how will covid end &amp; how will we go malvan konkan goa trip
304,@BorisJohnson Boris Johnson is hell-bent on imposing a dystopian 'new normal' of permanent state-enforced social di… https://t.co/DEluc9hnlG
305,how many more people have to die for you to realise that you should wear your mask and stay at home when you show covid symptoms
306,@AmitShah @AmitShah none of the above is wearing mask even u too covid-19 is not meant for such a great people like you.
307,"Let's stay safe together!😷
https://t.co/KCjcQnj5eX via @Etsy 

#covid #coronavirus #corona #stayhome #love… https://t.co/BCAQJUxf9f"
308,"Breaking News! 

Not All People On Earth Are The Same!

I cant catch or carry HIV, Covid, bed bugs, ect, this makes… https://t.co/6Zr0chEIGc"
309,"It’s clear that in Oregon and across the country, the fourth surge of the virus is at our doorstep. When you have t… https://t.co/zIN66ob0JE"
310,@PrakashJavdekar @BJP4Maharashtra Chal jhootha ur party is shameless sbh Covid ki yadd agi take action against mini… https://t.co/z2iyEQMIRM
311,"for the record i dont care anymore.
about anything.
getting a covid test was gatekept.
getting a vaccine is gatekep… https://t.co/DQzs3Majuu"
312,"Did: have Covid symptoms in Jan/20 

Did: mask up in indoor public w/o being asshole

Didn’t: confront maskless, ju… https://t.co/A0CqDTxeIp"
313,@Provokethought4 @CoffeeHouseJay1 @patton6966 Has had covid but would at some point get vaccinated and I’m the “idi… https://t.co/oz0qy2R6wS
314,"@RealMattCouch 500,000 Americans dead from Covid 19.... 0 dead from wearing a mask..."
315,"It is Thursday April 08, 2021, 13:18:02. Joe Biden has not instituted a national mask mandate as he promised.  In f… https://t.co/KJJ6T5mJyI"
316,@skylershelby @fox6now @westalliswigov Because what bumpkins like you somehow don't understand (after a year of thi… https://t.co/E9ciATLspw
317,"Is it not a mockery?

Tabling emergency meeting on surging Covid cases and allowing thousands of people without mas… https://t.co/WOsSyf4JwK"
318,@Wrestlinggirl48 @HMG663 @4HumanUnity @DonaldJTrumpJr @YouTube I do hope that if you infect someone with COVID beca… https://t.co/CcrYUp9S81
319,"Toronto public health: “wear a cloth mask when in public to prevent the spread of Covid”

racists, for some reason:… https://t.co/QuxXl5PzbS"
320,"So, how are the COVID stats in Texas without a mask mandate. Any spikes (not related to the border crisis)?… https://t.co/5QvEs1Us1U"
